resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules,average_heartrate,max_heartrate,average_cadence,start_lat,start_lng,end_lat,end_lng
2,Recovery,13256.8,4525,4594,52.0,Run,Run,0,14489438753,2025-05-15T14:12:39Z,2025-05-15T09:12:39Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,4,1,1,0,False,False,False,False,everyone,False,g20767866,2.93,5.52,True,False,True,293.4,254.2,15458971562.0,15458971562,garmin_ping_438966392910,False,0,0,False,111510996,1,a14489438753,g`msDfsixQGRO~AY\AH@HTRMl@Xt@LfAEPOZQJQd@@n@FXLT@Nc@l@gAnDMREXCv@KTYReBXMAk@a@QAaE@eIC}Ci@gFy@y@Fc@UyAOOO{@Si@o@UEy@RSPg@v@UPkA@]HSX]~@q@`@w@Pa@ZY^GZAXBz@EV_ApAi@dAi@n@EV@b@ERo@z@gA?]TEP@ZERiDxEEZD`@AVu@xBw@pAOp@_@t@sAfBm@n@Wn@UTCHAj@KRq@j@mE~Dm@jAg@TSb@OB_@GWHu@r@u@z@cA\Ob@UX{Av@]H[NMBu@GSDu@n@_Aj@g@RsAJuAh@aAp@wBrAcAt@Yh@y@fCSr@Gf@@\v@fDXdBBh@Hh@AhBYdBK\W^Qd@{@nAmAdAsAbAkAv@m@JyAb@u@Fq@GmAc@sEcC}A[g@[]e@m@qAQ_BQ[g@iBi@uCOoA[qA]_AW_@e@_@mAq@u@QMc@KKo@?sBh@mBBkDW_DDoBIu@DmBc@kANOC[UOCcA?_BWiAHwDk@SA_@Fi@OoANIJHM`AKl@L`@EpBN|AXfAIXBv@NnA@XH\TjAKnB`@z@EvCFnA?j@G|CXrBErBg@r@AFFLb@v@Rt@\j@^j@t@v@vCl@zDd@pB\|@T`Bl@lAb@f@h@\V@fAVt@d@|At@NNpBv@jAHr@Iz@[x@Q~@m@j@e@l@YhAiA|@eAz@mBX}ADoBOgBqAaGAQL}@fAqDXg@rB}Av@e@`@a@|Ay@rCa@bAg@v@w@VEd@@b@El@SnB}@Tq@pAg@r@_Av@q@JC^FTEP]VGRQ^}@d@g@rAaApCgCJQBo@V_@Rk@hBwBr@oAh@yAn@{@XgATi@Gm@@]bAeBhB}BDM?e@HUJKNEr@BRI`@i@JSBy@L_@l@o@\u@Ze@`@]J_@C}@Fq@JYZa@bAWp@[l@sAJKXIv@@REXSt@gA`@OZCJBx@t@d@HXPdAJt@Xn@Ef@F|IvArC@`BH`HE`Ad@vB[X]HkA~@iCVgANQVQAQUc@Ge@D[J[h@k@CqA[u@F{@U[Vi@LgAAONq@@QWg@@SHWTYxBkAj@_@zBiAvB}@ZUtFuCLKKW@]CI,2,339.2,545.0,339.0,True,1535.2,153.6,177.0,84.9,29.56,-98.52,29.56,-98.52
2,Park City Baby,20926.9,6848,7138,134.0,Run,Run,0,14510239896,2025-05-17T14:12:50Z,2025-05-17T08:12:50Z,(GMT-07:00) America/Denver,-21600.0,,,,2,5,0,1,0,False,False,False,False,everyone,False,g22482485,3.056,6.46,True,False,True,2098.8,1991.6,15481454596.0,15481454596,garmin_ping_439624506035,False,1,2,False,111510996,1,a14510239896,yvdwFtuogTmAmFk@yBcBkLOqASkAi@iE_@iCy@oFO{@Uy@e@mAy@mAm@s@uFcF_AmAm@eAc@{@Ok@Yq@ESs@cB{@_COk@Ug@_BwEu@uBmAcEw@{CuHm_@IWAOBUICS_AwCwNo@iDgC}LaAgFqAeGy@cCwAwCcBsB_FcEq@s@{BiB_GmFuLgKoB{AoAs@}Aq@uBe@_BWyCKu@A[GiAIkCEmIe@yFIkABe@HkCl@iB|@}C|BQRoAbACD|AyALEDGIJyAhA_Az@gBpA]TMAADSL{@`@sIrBuDv@yFxAoHbB}DdAiCj@gIpB}AZgRtEe@HD@l@UjDu@tGeBnDw@hCu@nIkB~KqCpFkAbA[|Be@zAc@|KmCzAu@xC}B~BsB`CcBt@c@zAq@jB_@bBMrDDtAD`DRtFRv@?lBP~@?lCLnANfCl@`ChAzAbAzItH^^hBxA~@~@VP`ErD`J|HbChCz@fBd@fAb@pAXhAr@vDV`A^tBjFnWJr@tBbKJPB\^rBb@pBTxA`AjEzClOhArEl@|Bx@bCjF~Nd@`A@LFNFDJSBUBBAJMZAL@DHXhA~Bz@rAn@r@dDpC|@x@|@dAj@dAd@rAVfATpAPrAr@jEX|B^dCLlAPbAP|AZhBt@nFjAhEx@nDb@rAl@`CRj@pAxEpB|HVpALFh@IbAC?@EVC@DLDDf@JJLJZn@VXRj@r@jAtBRT^P`APbCXJAd@Pp@NPCd@YpAe@dCGnBOJJD`ABJFFTYYTEEE]Ca@GMg@FoA?gAH}@BsA`@_@ZUFiAMEGu@OqCa@c@Oa@[]w@e@{@q@_AQOq@Qe@Y@QLe@IQGE]Ja@@?GIAaALMIa@iB]cAMq@{AuFg@uBe@iBu@}B{C{L}@kGWaC}A{JmAyIg@uCUs@o@sA_@o@_A_AiFqEcAqAs@mA_@}@Qo@_AaCsB{FUg@[kAg@mAYcA{@_Ca@yAq@wCW{@g@mCi@aCs@qDOm@QgA_@{A{@wEo@sCaAmFISS{@{AkIm@eCYgB{@yDSoAWoA[iBAICA|@nEd@lBf@zC~ApHTxA~AvH`@|B|@`Eh@rC`@~AVdBr@~Cz@vEj@|BVrAtAlFvBbGb@tApAhDp@rBb@`ARr@@FEN{@`@MBOGUs@Om@EFJ^^x@Rr@J~@Bj@,2,352.6,528.0,350.0,True,2411.4,156.3,190.0,85.4,40.66,-111.5,40.67,-111.49
2,Recovery,11745.8,4458,4459,102.0,Run,Run,0,14521633826,2025-05-18T15:36:11Z,2025-05-18T09:36:11Z,(GMT-07:00) America/Denver,-21600.0,,,,8,4,0,1,0,False,False,False,False,everyone,False,,2.635,4.92,True,False,True,2108.0,2006.2,15494530895.0,15494530895,garmin_ping_439954967217,False,1,0,False,111510996,1,a14521633826,yqdwFxbpgTaBoGo@uBaCqJ]aCEk@]oBUuBY_BE_@u@cFGo@c@wCQ}@I{@m@eDW}@e@mAk@_A_AgAqAeAqCiCy@aA{@uAq@wAESWo@eC_H}@mCg@oAkBuF_AmDw@gDq@_DsGc\c@eCWeAm@aDo@wC]uBsBqJ_AaFg@wBaAgFWcAk@_BcBiDeBkB{@q@u@y@YQY[u@k@QSy@o@}A}A[OaByAo@q@a@Us@m@SUcCqBOU{AoAy@w@aAu@[[gA}@}@q@uBeAeA_@}@Wu@OwAOsCK{@GG@JDTAlBJVDh@?P@nAPjB`@fA^h@VfC|ArBdBdA`Ap@j@d@d@jA`Ad@b@FB`BxA^TNPh@`@nEbExAlAlFtEvA|A`@XTf@DPb@t@Xp@p@jBj@fCjAfG|AnHb@`CnBjJ`DhPd@vBtBpKnA~FnApGbA~DzA`FpAlD`@nAvAzD\x@Nh@Zr@FVj@xAr@|AzArBjD~Cp@h@t@v@j@v@v@bB\jAd@jCJz@b@hCfAhIZfBb@lDdAfHj@bCz@|C\~Aj@rBf@~ApBnHv@bD\lAb@tBFFL?h@Ir@A|@LXr@B^d@VZXh@z@t@xAd@h@RJ^J~BZv@LB@AH@@dARN?JCl@c@^Mr@ShEU~@AhAUx@?ZS\m@TUf@UTE^?NGl@e@x@g@b@[d@Ql@a@\YBEAACB[Zg@\e@R_@ZuBtAGBm@Du@ZURYf@QRI@s@?_BTsBNuA@q@BsAb@g@^UDiAMs@UkCa@a@MQK_@a@w@}Ao@_Ac@_@ME_@Gk@a@,2,307.9,427.0,308.0,True,1372.4,159.6,173.0,85.2,40.66,-111.5,40.66,-111.5
2,Boink,6806.0,2072,2156,7.0,Run,Run,0,14529894063,2025-05-19T15:01:14Z,2025-05-19T09:01:14Z,(GMT-07:00) America/Denver,-21600.0,,,,5,4,0,1,0,False,False,False,False,everyone,False,g22482485,3.285,4.2,True,False,True,2121.8,2005.4,15504051554.0,15504051554,garmin_ping_440263911818,False,1,1,False,111510996,1,a14529894063,iqbwFhnpgTMHgAl@y@r@gBpA]N]Vm@\q@f@c@Pi@Dm@VURo@`AQD_A?q@LSHEJ?NBb@BRBDF?TQELGHE?IIIcACEGGsCL}@@g@Dk@Pi@R[Va@Jm@G[?IMYKuCg@o@Sc@_@gAuBi@u@g@[a@EWU@K^s@?OMSo@XWG}@Da@DKAIGs@}Ck@sB_A_EcAwDc@sAo@_Cg@yB[kAeAiEqAiJEa@aAqGo@{EiAoH[uAo@cBk@_AW]q@s@_CsByAuAu@{@u@kA{AgDu@}Bc@cAoByFu@mBkB}F}@qDi@_Cw@gEm@kCaBqIo@sCcDwPiAgF_@wB_@aBw@eE{AkHc@oBq@iDMu@WcAy@qBi@gAUi@eAsAk@m@y@s@mB_B_C{Bk@c@}EmEmA}@_ByA_CsBWQeAcAgByA]]wAgAgBeAsAg@u@SmCg@qBG_AGY@f@F|B@|B^jAVz@Vd@R`B|@fBrAj@d@TVh@b@,2,349.0,471.0,346.0,True,723.9,171.5,191.0,86.6,40.65,-111.5,40.68,-111.46
2,Just Tryna Finish,6466.0,2158,2264,66.0,Run,Run,0,14530148129,2025-05-19T15:37:54Z,2025-05-19T09:37:54Z,(GMT-07:00) America/Denver,-21600.0,,,,4,3,0,1,0,False,False,False,False,everyone,False,g22482485,2.996,4.14,True,False,True,2079.0,2014.4,15504322345.0,15504322345,garmin_ping_440270132301,False,1,0,False,111510996,1,a14530148129,_rgwFt|hgTlBfBpGrFn@r@Xb@RPRZTh@Zd@Zr@r@lBfBlIRpANf@Jp@p@pDdHf]TtAhAvFlAvFlCbNb@nB`AzDf@dB`AtC~F|OFZP`@Lb@Vp@r@nAV^pA|Ah@h@~@r@|BrBd@l@\f@Td@j@tAT~@PhAP|@LdAj@~CDh@p@zEl@tDvArKpD|NjA`EfDpMPx@Jv@Kq@YoAgDqMkBqGkCsK[}Be@uCUsBq@sEg@}DcAyGIc@}AkGq@gA[a@gFuEYYaAmAc@u@cAoBK[?GDEDCJBV^Rh@DDDBBABMCOIUWa@OCU@KB{@p@IJER?RRxCTlCl@fETzANh@PZLJ?DIGGKQe@w@iE,2,364.0,480.0,357.0,True,786.2,174.4,187.0,85.9,40.68,-111.46,40.67,-111.48
2,Cool Down,2092.2,819,819,0.0,Run,Run,0,14530591852,2025-05-19T16:45:23Z,2025-05-19T16:45:23Z,(GMT+00:00) GMT,0.0,,,,0,2,2,1,0,False,False,True,False,everyone,False,g22482485,2.555,0.0,False,False,False,,,,,,False,0,0,False,111510996,1,a14530591852,,2,,,,,,,,,,,,
2,Adjusting,13678.0,4974,5020,87.0,Run,Run,0,14552122834,2025-05-21T15:05:54Z,2025-05-21T09:05:54Z,(GMT-07:00) America/Denver,-21600.0,,,,5,2,0,1,0,False,False,False,False,everyone,False,g23819477,2.75,5.84,True,False,True,2126.2,2007.6,15527683979.0,15527683979,garmin_ping_440935673857,False,0,0,False,111510996,1,a14552122834,clbwFbgpgTo@v@]x@q@fAm@l@k@\y@p@]RiBvAe@PYTs@`@{@p@WJe@@UB_@PQPc@r@OLOBq@@_ANk@FcBDi@FwADwAb@[XMF[FiAO@ECCa@MuCc@o@SUSSYOa@c@w@w@kAWQk@GCC_AiALQ[DEGSC_AJKAGEmBsHg@}Bk@kBSaAM]UeA}@qCeCcK}A}KiAqHk@iE_@wBEi@[oBQ_AQs@i@qAm@gA}@aA}EkE_@a@s@cA_AeBO_@OUa@qAe@gAcCcHgB{EaA{Ci@oBs@uCw@yD}@aEeD_Q_AiEMs@{AoHc@eCa@iBGe@m@iCcAqFw@iDi@uCk@kCg@kCU}@e@uA_AiBK][a@OOQWk@m@i@a@qAoAu@o@gFsEkC{Ba@a@kAy@}EqEcHcGe@]oBcAqAc@_AWgBYkCMg@E]AC@?@`@B~CJ`C^pA`@VJH@ZJlC`BfAz@hAdAzG~FlAfA\T|@r@p@p@|ArAzArAbCrBdA~@`@d@nAbArB|Bz@bB`AfCRt@hAnFj@|Cz@bE`BjI|@hEj@xCxAbHVvA|@hEzFnYf@~B`AlDbAhDfC~GzBpGp@`BJ`@v@`BVb@bApAhFvEz@bAj@x@`@~@Tn@V~@b@hCnBlNt@rEnAjJvCtL|AnFtChLX~@^dBDHTDbAKt@ADDg@bAYd@ELDLd@[RI\S^MEF@Lh@^j@l@h@z@n@pANRRL?AYSKKaAkBm@}@c@Yc@KaAs@Qk@c@?_@DQDOCIIE]Wu@cB{GmBeHWoA]aAw@cD}AgGgAqHW_Cq@{D}@{G]uBY}B_@sB]gA[u@e@}@k@u@[]a@Yw@y@kC}Be@i@gBkCCKBAVb@BLGKo@yAG[KGMB_@TUHUEGESe@GSEa@IQG@CLn@rAV|@F^JrB,2,312.3,554.0,313.0,True,1553.8,162.7,194.0,85.9,40.65,-111.5,40.67,-111.49
2,Me vs The Elements,12875.4,4075,4122,53.0,Run,Run,0,14561943034,2025-05-22T15:07:15Z,2025-05-22T09:07:15Z,(GMT-07:00) America/Denver,-21600.0,,,,5,2,0,1,0,False,False,False,False,everyone,False,g22482485,3.16,3.98,True,False,True,2125.0,2007.2,15538236106.0,15538236106,garmin_ping_441256220083,False,2,0,False,111510996,1,a14561943034,sibwFrcpgTq@rASVMJk@|@[l@c@j@QZi@j@c@Vk@`@a@\gAt@o@h@k@VgChBUHi@Bk@T[V[j@SNMBo@?kATcAHa@@_@A_CLsA^SLQPSH]Eq@QIDAGEC_Da@eA]g@c@y@aBs@gA_@Sc@IeAiAAUO@ICQAy@HKAKG[wA_AkDmC{Ki@yAc@{Ay@yDq@aCa@eBq@{EYsBEq@_@_Cm@sEa@cCIu@SaAm@gEUgAy@wB}@{Aw@w@sE}Ds@}@_AyAe@aAYw@m@yAaAsCWm@uAcEoAcDcAgDeAaEqAeGaAeEW}AuA}Ga@wBw@{DOk@}@{EU_Ay@mE_DgOKu@q@{Cm@iDK]a@uBK_@[}A_AkC}@mBe@o@oBqBsDeD{CgCiBaBOSm@i@c@_@_@Ww@s@{CgCoDeDyD_Dm@a@cBy@cBk@oCe@sAIK@eBOK@ABT@d@?PBdBDnBVv@RvAb@vAl@r@b@^Xb@VfC~BfEpDfBxA^`@~AhAtBpB~BrBVXlCxB|BpBpAxAb@^\h@x@lBHHh@|AZhAb@vB\rBtAtG|AfIDFaGaZQq@GKi@aBcAiBAUDOCTBL`AnBp@nBNl@z@bEFf@T|@PfAd@nB|AbIzA`Ht@`ElCvMrAdHHZl@xCXjALz@`BbI`AdE|@bDl@lBtAtDVx@zBlGn@zADVp@`Bh@hAz@pAd@h@zCtCPL~@|@D@EGqAaAqCeCs@y@}@yA}@mBe@sAWi@oEiMaB_FgAaE_AmEk@}CYiA{A{Hq@wCoAyGyAeHu@gEQi@Ge@s@eD,2,354.2,456.0,355.0,True,1444.3,174.9,190.0,86.5,40.65,-111.5,40.67,-111.47
2,Cool Down,2009.5,750,750,25.0,Run,Run,0,14562113918,2025-05-22T16:21:27Z,2025-05-22T10:21:27Z,(GMT-07:00) America/Denver,-21600.0,,,,0,3,0,1,0,False,False,False,False,everyone,False,g22482485,2.679,3.2,True,False,True,2051.4,2028.0,15538417240.0,15538417240,garmin_ping_441260746868,False,0,0,False,111510996,1,a14562113918,oufwFppjgTpAnGv@fEtB`KhAbGz@~DlC~Mn@pCnAtE~A`FxFtO@DEJWHe@^C@KCKMYw@Gc@GCEB?BZr@`@vA,2,327.6,398.0,324.0,True,245.7,170.3,180.0,84.1,40.67,-111.47,40.67,-111.49
2,Take Me Home,11748.2,4380,4380,0.0,Run,Run,0,14570914630,2025-05-23T13:57:14Z,2025-05-23T13:57:14Z,(GMT+00:00) GMT,0.0,,,,0,2,0,1,0,False,False,True,False,everyone,False,g20767866,2.682,0.0,False,False,False,,,,,,False,0,0,False,111510996,1,a14570914630,,2,,,,,,,,,,,,
2,Mind Games,19703.0,6295,6444,80.0,Run,Run,0,14581578104,2025-05-24T14:00:18Z,2025-05-24T09:00:18Z,(GMT-06:00) America/Chicago,-18000.0,,,,3,3,0,2,0,False,False,False,False,everyone,False,g22482485,3.13,4.44,True,False,True,306.0,256.2,15559371836.0,15559371836,garmin_ping_441889037260,False,0,0,False,111510996,1,a14581578104,s`msDntixQKnA[l@TRKr@Xf@LxASb@WPM`@Bz@Vx@c@f@wAbEIxA_@^oB\s@a@c@EkN?gKaBaADm@UkAMsAe@_Aw@cAZ}@rAwBRk@rA}B~@g@r@Gn@CxAqC`EE~@KXk@t@gAA[PMfAiDxECVF|@o@jBu@hAu@pBoAfB}@~@Mb@[\Er@QXcFpE{@vAe@TYh@gABgBnBgA^e@|@_DtAmACw@t@kAn@qBXaA^qGdE{AfEQhAt@fDl@nEC`BWpB}@tB{@bAaDjCeAn@}Cr@qAEeA_@yEkCwAWw@e@cAoBOwAw@kCu@qEw@}Cg@s@o@e@uBu@Wo@i@CaBd@iBLgE[_IFyBg@kAPc@YeBEkAUgAJgEo@a@Fu@OmANeBWa@i@QEeDL_@f@Kx@u@lAs@Ts@f@aApBJlEa@pD]lABfAI`AaAfBWrB?j@[t@CzBY|CRvATbMfAlCNjAb@p@@f@XlATjEEdBy@~Ac@HgAMa@l@_@MkCsBy@kBcB}Bk@eA_B{@_ACcBt@u@dAs@Nk@r@mAlBq@dB}D~HcCxD}FvC{@n@sKxAwBHsH?kEw@oBPrBKtDn@`J@pAEvKyAdIqEfC}D`DkG|@aClB}C`AWv@gA|Ay@`A@jBbAb@|@d@b@zAfCZ|@hCpBd@NXi@tAH`@Sp@qAJiBKm@KsDSm@Ei@a@w@MeAkAqCYeNOs@DkATiB?{AZ}@?o@VsB|@aBLy@CkA\yAPwBTy@MuB?mAp@qBx@q@p@Oz@oAJy@d@e@dDMd@d@lBVfAKf@N`@ErBP|AZbAItAPvA?p@\lAKjBb@|C@tDC|DTpAEzBk@j@BTh@p@PpAt@b@Zb@n@v@~Cb@bDf@rB^|@NpAl@xAj@p@zBn@tDfB^\rAb@~ABrAe@t@KrEeDbAmAhAeCRoAFiAI}ByAaHRoArA_EvAoA|EyCnCa@hCeBfA?jDuA\y@dA[fBqBTIj@?V[h@Wv@uAvFaFRgAh@eAxBoClAqCv@eAd@yAAsAhD}ENsATMhA?f@m@XcBnC_EBoApC}CVOh@qAXOdBK~@qAbAUv@n@xAf@lAJ^Rz@CbK~AbOB\D`@Zj@?hC}CjAsDb@a@S_AEm@Jg@l@u@KyASc@Du@Uc@XaA,2,370.7,559.0,372.0,True,2333.6,180.8,199.0,84.3,29.56,-98.52,29.56,-98.52
2,Treadmill Recovery,11555.1,4614,4783,0.0,Run,Run,0,14593645786,2025-05-25T16:48:02Z,2025-05-25T11:48:02Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,3,0,1,0,True,False,False,False,everyone,False,g20767877,2.504,2.38,True,False,True,0.0,0.0,15572362916.0,15572362916,garmin_ping_442241385318,False,0,0,False,111510996,1,a14593645786,,2,168.2,289.0,221.0,True,804.7,151.5,169.0,83.0,,,,
2,Something to Me,14492.2,4319,4395,60.0,Run,Run,0,14600852466,2025-05-26T14:02:07Z,2025-05-26T09:02:07Z,(GMT-06:00) America/Chicago,-18000.0,,,,3,5,0,1,0,False,False,False,False,everyone,False,g23819477,3.355,4.86,True,False,True,283.8,251.4,15580237211.0,15580237211,garmin_ping_442517182701,False,2,0,False,111510996,1,a14600852466,e_msDfnixQ[TYn@Tr@Ab@I\MpA]l@@HRRIn@Vn@NpAO^[TOl@Bp@Vv@c@f@YfA_AbCGnA]\kB`@}@c@QCyNAwDo@}BWmAW_@Ce@F[QyAQ[Sk@Ks@m@]Ic@FWLi@|@URWHu@Ae@JQRY~@c@X{Ad@g@t@Ef@B|@EVOZo@x@g@bAq@v@EV?d@IVe@t@kAA[TIRBXERkDxEG^F|@i@`BQ^_@`@w@xBoAdB{@~@Wn@SRIz@OV_CzBqB~As@rAc@NYj@o@C[L[V_AlAoAb@Up@UPwChAqA?UP]b@aAn@m@PqAHgAb@iFbD_@ZS`@aAxCYpAL|@r@|CN~@N~AAlBU`Bo@`BeAtA}@~@gAp@_@`@aAh@iDz@cAEmAa@qEeCC?vAx@kAs@aB_@w@g@_A{ASeB[w@g@wBgAiGa@oAYg@YWwAu@u@QUm@[Gk@B_Bf@iAFcACcCWiDDsBGm@HkBe@sANu@]{ACm@Om@E}@HiEk@_@Bm@OqAPeBUYc@a@OkA@}@LYFKNKRKt@aAxAe@H[X_@Pu@fBGX?r@B~@L|@S|@MnAf@{BOaDFo@d@yA~@y@`@IPQx@oANw@^g@vCEPBj@^b@Bx@TlAKl@Nh@EfEp@|@ItARxABp@ZrAM`Bb@x@G~AF~ACjB?|BRtAA`AG|Ae@b@AJD\h@v@TnAh@l@n@fAvDd@`DXbAVjAXp@LrAv@bB|@r@fBf@|EbC~@Z|AFZElBg@hAk@lAcAxAuAx@iA|@iBRwAJyAAa@GUG_AYeBw@kDAYJo@j@}APu@b@eApCsB~CgBhC[v@]pAiAdAAnDsAHIPq@rAg@zAeBNIl@HHGPa@h@S`@}@f@k@`FmENYFq@PU`@y@f@i@pB_D^cAh@{@v@sBGs@B]v@oAtBsC@i@FWXSx@BRKj@{@Fy@J[f@k@`@{@`AmAFWAyAH[Zk@VOlBs@\gALQPI|@@d@KPOr@gAdAQt@n@jAd@xAN^Rn@CdK~AnEHdIEfA`@nBSZ]JuAjAaDJm@b@YFOW{@Ce@Ji@d@o@GwAYu@Hk@S[Xs@JqALg@C_@Se@?KJY\c@lEyB,2,396.1,582.0,408.0,True,1710.8,173.0,193.0,86.2,29.56,-98.52,29.56,-98.52
2,Zone Too Easy,16501.5,5361,5513,84.0,Run,Run,0,14611868821,2025-05-27T15:00:25Z,2025-05-27T10:00:25Z,(GMT-06:00) America/Chicago,-18000.0,,,,3,3,0,1,0,False,False,False,False,everyone,False,g20767877,3.078,4.9,True,False,True,271.6,254.4,15592077687.0,15592077687,garmin_ping_442864223681,False,1,0,False,111510996,1,a14611868821,u`msDltixQKlAYh@T\Gp@Rd@JtAQf@c@p@?p@Z`Ae@f@yAlEGpA_@^iB\sAe@eOA{L}AwBa@mAc@m@o@WCw@RoAxAoBPk@lAqB|@]ZS^On@Lu@\e@~B{@r@aBvBS|@oAv@Y`@Hf@j@hA^vBf@`AE~J|AfODpAd@jBW\_@HqAxAuEd@a@YkBHa@f@m@?cA[gAFu@S]Te@XwBAg@Si@Le@T[lDgBHQ~NeHNLD^Wt@kAfCs@x@y@Xs@r@C`Bi@PQVDdAwAhD]xAHb@CrBI^FpBWdBRbAAr@~BrAHVMz@DP~@n@p@LrA}@Hi@CgA\iB}BaGI{@D]UiBP_@tByAr@S}C~A[b@PxAG\@t@VdAlBpE]lBAnBaAz@y@?}@i@IUHe@Eg@_CwA@m@]gAXqAGwBLk@?}AIh@cAHaC`Au@DmAr@SE@kAn@_AGsAWo@Fs@Ua@Vm@ZyBAc@Os@^o@pDkBD[}@x@kBz@q@z@PvAWxB]n@RTGv@Xj@J|@AXe@l@Md@?l@Z`Ak@t@kAtDKzAYZwB`@q@[u@EyMGkKyA{@D{Bc@oAe@m@m@]Gs@RqAxAiBNk@rAeCdA]j@Kv@Hu@\k@dCaAh@uApBSbAqAbAUfCpA|Bd@hBBjIvAvOBhA`@hBU^YFsAxAmEf@g@Im@t@Ud@c@XDnBm@d@?hAe@Bh@Kd@DlBWtAVjAEj@X\jBdABZKn@JVh@d@|@TtA{@Fo@EcATo@Hy@kB{EY_A?u@J@V}@^TdAA^n@VNv@Gx@PdA?r@Vp@Aj@pAFd@LHbAAhD_Ab@Jq@EiCl@sALm@mBUWq@@q@W_A@_AS}@Do@_AaAD]YOFIj@OJOkBJa@`CeB~Bo@R_@rAk@JUKaCg@W{@POa@Jq@NYp@FVYNw@Su@{@NyAx@_@Di@p@yAG_AP^e@~@_@j@q@f@}Ad@i@Zs@?[Oa@qTrKi@j@EZXhAYxB[j@R`@Gp@Tb@N|Am@|@M`AZ`Aa@h@yAhEGtA]f@oB\aAc@eOIcFq@rFr@nNB~@f@xB_@TWFoAtAiEj@q@[_BHg@l@_AEoAWm@Fs@UYTq@ZyBWgABQZq@lAm@,2,358.5,551.0,356.0,True,1922.4,159.3,179.0,85.8,29.56,-98.52,29.56,-98.52
2,Easy Miles,14088.7,4673,4944,93.0,Run,Run,0,14622303292,2025-05-28T15:14:41Z,2025-05-28T10:14:41Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,5,1,1,0,False,False,False,False,everyone,False,g23819477,3.015,4.4,True,False,True,265.0,232.2,15603250573.0,15603250573,garmin_ping_443192546220,False,0,0,False,111510996,1,a14622303292,cbpsDtm{wQxC?r@E`@DpFGdAS~@k@`B}BDCLD`@Z`@Hb@@n@QdAmAb@q@xAoBj@_ARAnBjBDJFZP?PN`CfCfCdCn@x@z@x@L^VHdBdBZAVDvEdFjLtL^HL\VHTRFRTJXV\j@r@d@Zh@RLLPrBlBJPPJb@b@`@t@z@z@b@TlArA`@Zh@r@XRb@W\Cd@{A?_@Cc@]_Ay@g@{@[QOKUO}AYaB?i@D]ESGIYKa@@z@fAZbCFbADT\b@pBhALNPj@Dd@Ab@GZKZEb@KH_@JQLUMYc@k@g@aBeB[M_Ay@]o@s@q@g@k@KQsAqAWOMS_@a@e@[CMo@u@OG]i@[MQa@GESAg@_@iHqHe@k@aGeGQYaCcCGSIIOEWUm@k@GOYQe@i@k@AoAoAoC}CMCs@n@w@`@QPu@jAi@l@eBfCMXY^eAx@[f@YX}@pAE\FZT\\X\b@l@d@JLBXGXYTqG~II?gDqB]Ak@h@s@z@CNJJ`DfBDFDXEJ}H|KKDGEeBkBYSG?@Jl@`@FPAJuBnC_@l@_DwCY]KQQm@m@{@w@m@q@Wa@Yg@m@i@kAu@m@KEGMPw@n@iAF[BgAD[vCeJHqAFyDEGYA_@Rd@g@T?JM^{CHEZ?jFl@jABtFGrGC^G`@Kr@e@Z]lAeBb@Cj@TVD\Ch@Of@}@fB}BJW~@oAFSeBoBSIIQW[yAuA{A_BYUuB{Bi@i@OE[[OY_AeAiF_F{@_Ak@Wi@D]CoFtH?HjAjAl@z@~AzAf@p@dB|ABPEPa@p@g@l@{B`DwBhD{@bAINGb@[d@[ZO^Eh@BFxANdAPb@XDX[lMBd@G`BGh@CbDCd@A`BG~@GfB]dAa@r@g@l@s@fAUJIGm@y@s@g@a@Is@e@W]Qg@e@w@OQk@[IMBQPm@\k@Ri@@aAHg@jAwDXiAbA{CEy@PiHFc@R]^AtFn@`ABpFIj@Dj@]z@AVBjBEd@En@Uh@c@fA_BHI~@@l@TTBPAn@Qj@aAfCmDJUH?Eb@IR_AtAQLg@~@w@|@a@RWF[@_@G_@Uc@a@QYy@}@oBoBYc@WQo@o@KDIL[t@Mf@Ah@B`BGX[DyBAe@DmC@,2,352.4,459.0,347.0,True,1647.7,156.6,169.0,85.6,29.58,-98.45,29.58,-98.45
